RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,KM,METER,LRRR,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,TESTING_FREQ,USFDTESTDATE
CR,BSL,JM - AK,DN,14/11/2022,8:16,60KG,44,130,1/3/2021,58.17,CURVE,GR,569,987,LR,22.32,LWR,STRAIGHT,2,4/9/2022
CR,BSL,JM - AK,UP,30/5/2025,8:15,60KG,56.245,130,1/11/2021,184,CURVE,GR,563,45,LR,22.32,LWR,STRAIGHT,2,18/4/2025
CR,BSL,JM - AK,UP,26/3/2022,8:35,60KG,48,130,1/10/2014,405.26,POINTS AND CROSSING,GR,571,347,LR,22.32,LWR,STRAIGHT,2,23/3/2022
CR,BSL,JM - AK,UP,1/4/2023,14:38,60KG,55.797,130,1/9/2020,97.41,CURVE,GR,571,834,RR,22.32,LWR,STRAIGHT,2,11/3/2023
CR,BSL,KYN-MMR,DN,29/7/2018,23:20,60KG,33.69,130,1/12/2000,442.74,SEJ,GR,145,230,RR,22.32,LWR,STRAIGHT,1.5,23/6/2018
CR,BSL,KYN-MMR,DN,14/12/2019,7:10,60KG,24.32,130,1/10/2004,433.14,SEJ,GR,223,483,LR,22.32,LWR,STRAIGHT,3,1/10/2019
CR,BSL,KYN-MMR,DN,15/10/2021,14:45,60KG,29,130,1/2/2003,521.69,SEJ,GR,180,565,LR,22.32,LWR,STRAIGHT,3,17/7/2021
CR,BSL,KYN-MMR,DN,22/12/2018,5:10,60KG,33.69,130,1/10/1988,644.03,SEJ,GR,210,726,RR,22.32,LWR,STRAIGHT,3,11/10/2018
CR,BSL,KYN-MMR,DN,8/5/2019,9:20,60KG,24.32,130,1/8/2011,257.36,LWR,GR,169,744,LR,22.32,LWR,STRAIGHT,3,30/4/2019
CR,BSL,KYN-MMR,DN,9/11/2018,1:50,60KG,33.69,130,1/11/1988,639.97,SEJ,GR,216,746,RR,22.32,LWR,STRAIGHT,3,9/10/2018
CR,BSL,KYN-MMR,DN,9/2/2019,6:30,60KG,24.32,130,1/10/1988,649.59,SEJ,GR,209,782,LR,22.32,LWR,STRAIGHT,3,9/1/2019
CR,BSL,KYN-MMR,DN,2/4/2019,7:45,60KG,24.32,130,1/10/1988,655.16,SEJ,GR,205,826,RR,22.32,LWR,CURVE,3,10/1/2019
CR,BSL,KYN-MMR,DN,15/12/2018,2:20,60KG,33.69,130,1/2/1996,527.5,SEJ,GR,152,845,LR,22.32,LWR,STRAIGHT,3,26/11/2018
CR,BSL,KYN-MMR,DN,9/2/2019,11:00,60KG,24.32,130,1/12/1990,616.27,SEJ,GR,250,938,LR,22.32,LWR,STRAIGHT,3,17/12/2018
CR,BSL,KYN-MMR,UP,22/1/2022,8:10,60KG,28,130,1/8/2006,442.99,SEJ,GR,170,183,LR,22.32,LWR,STRAIGHT,3,8/11/2021
CR,BSL,KYN-MMR,UP,20/10/2022,18:05,60KG,28,130,1/6/2019,77.46,SEJ,GR,219,184,RR,22.32,SWR,CURVE,3,24/7/2022
CR,BSL,KYN-MMR,UP,28/10/2020,7:00,60KG,20.48,130,1/11/2004,466.8,SEJ,GR,192,187,LR,22.32,LWR,CURVE,3,22/8/2020
CR,BSL,KYN-MMR,UP,15/4/2021,1:30,60KG,28,130,1/11/2006,441.5,SEJ,GR,182,283,RR,22.32,LWR,STRAIGHT,3,16/2/2021
CR,BSL,KYN-MMR,UP,31/1/2021,5:20,60KG,28,130,1/11/2006,433.24,SEJ,GR,182,338,RR,22.32,LWR,STRAIGHT,3,17/11/2020
CR,BSL,KYN-MMR,UP,6/1/2020,3:35,60KG,20.48,130,1/4/2005,433.84,SEJ,GR,255,436,RR,22.32,LWR,STRAIGHT,3,17/10/2019
CR,BSL,KYN-MMR,UP,17/7/2021,8:30,60KG,28,130,1/12/2004,489.92,SEJ,GR,185,464,RR,22.32,LWR,STRAIGHT,3,15/5/2021
CR,BSL,KYN-MMR,UP,25/10/2017,6:20,60KG,33.02,130,1/7/1999,458.87,RAIL,GR,162,479,RR,22.32,LWR,STRAIGHT,3,30/8/2017
CR,BSL,KYN-MMR,UP,27/2/2021,6:30,60KG,28,130,1/12/1989,733.42,SEJ,GR,203,526,RR,22.32,LWR,STRAIGHT,3,20/2/2021
CR,BSL,KYN-MMR,UP,13/3/2020,5:40,60KG,20.48,130,1/9/2016,117.62,LWR,GR,219,536,LR,22.32,LWR,STRAIGHT,3,3/3/2020
CR,BSL,KYN-MMR,UP,3/8/2021,6:40,60KG,28,130,1/11/2004,494.31,SEJ,GR,191,540,RR,22.32,LWR,STRAIGHT,3,18/5/2021
CR,BSL,KYN-MMR,UP,25/1/2018,17:30,60KG,33.02,130,1/8/2004,677.95,RAIL,GR,186,559,LR,22.32,SWR,STRAIGHT,3,6/12/2017
CR,BSL,KYN-MMR,UP,30/11/2018,7:15,60KG,33.02,130,1/12/1989,654.36,SEJ,GR,204,576,LR,22.32,LWR,STRAIGHT,3,6/9/2018
CR,BSL,KYN-MMR,UP,12/8/2023,3:25,60KG,34.652,130,1/6/2020,624.73,SEJ,GR,212,577,RR,22.32,LWR,STRAIGHT,3,11/7/2023
CR,BSL,KYN-MMR,UP,8/9/2018,2:00,60KG,33.02,130,1/5/1993,590,SEJ,GR,149,587,RR,22.32,LWR,STRAIGHT,3,21/7/2018
CR,BSL,KYN-MMR,UP,21/6/2023,7:22,60KG,34.917,130,1/4/2005,495.55,SEJ,GR,254,651,LR,22.32,LWR,STRAIGHT,3,10/5/2023
CR,BSL,KYN-MMR,UP,29/7/2021,9:55,60KG,28,130,1/4/2005,483.37,SEJ,GR,258,657,RR,22.32,LWR,STRAIGHT,3,7/6/2021
CR,BSL,KYN-MMR,UP,28/1/2020,8:30,60KG,20.48,130,1/1/2019,385.77,SEJ,GR,169,694,LR,22.32,LWR,STRAIGHT,3,14/11/2019
CR,BSL,KYN-MMR,UP,10/4/2018,5:35,60KG,33.02,130,1/8/2004,569.32,RAIL,GR,185,758,LR,22.32,SWR,STRAIGHT,3,2/3/2018
CR,BSL,KYN-MMR,UP,26/1/2022,3:05,60KG,28,130,1/4/2005,470.55,SEJ,GR,258,795,RR,22.32,LWR,STRAIGHT,3,30/11/2021
CR,BSL,KYN-MMR,UP,7/2/2020,5:55,60KG,20.48,130,1/10/2018,46.78,LWR,GR,235,822,RR,22.32,LWR,STRAIGHT,3,11/1/2020
CR,BSL,KYN-MMR,UP,7/2/2026,6:55,60KG,30.622,130,1/12/2006,558,SEJ,GR,177,840,RR,22.32,LWR,CURVE,3,19/12/2025
CR,BSL,KYN-MMR,UP,28/12/2018,9:30,60KG,33.02,130,1/8/2008,318.24,LWR,GR,234,895,LR,22.32,LWR,STRAIGHT,3,16/10/2018
CR,BSL,KYN-MMR,UP,26/2/2020,7:32,60KG,20.48,130,1/6/2004,452.98,SEJ,GR,161,940,LR,22.32,LWR,STRAIGHT,3,18/2/2020
CR,BSL,KYN-MMR,UP,30/11/2017,4:25,60KG,33.02,130,1/9/2017,368.37,RAIL,GR,183,940,RR,22.32,LWR,STRAIGHT,3,7/9/2017
CR,BSL,KYN-MMR,UP,28/2/2020,2:30,60KG,20.48,130,1/6/2004,452.98,SEJ,GR,161,959,RR,22.32,LWR,STRAIGHT,3,18/2/2020
CR,BSL,KYN-MMR,UP,13/11/2020,7:30,60KG,20.48,130,1/8/2018,277.05,LWR,GR,170,964,LR,22.32,LWR,STRAIGHT,3,7/11/2020
CR,BSL,KYN-MMR,UP,6/12/2020,10:00,60KG,20.48,130,1/12/2006,428.47,SEJ,GR,177,1467,RR,22.32,LWR,CURVE,3,6/11/2020
CR,BSL,MMR-CSN,DN,11/12/2019,3:00,60KG,38.83,130,1/11/2015,179.71,SEJ,GR,286,765,LR,22.32,SWR,CURVE,2,4/12/2019
CR,BSL,MMR-CSN,UP,10/1/2022,22:40,60KG,42,130,1/5/2004,717.53,SEJ,GR,282,88,RR,22.32,LWR,CURVE,2,6/12/2021
CR,BSL,MMR-CSN,UP,6/6/2019,8:25,60KG,41.53,130,1/6/2002,690.46,SEJ,GR,301,115,LR,22.32,LWR,STRAIGHT,2,16/4/2019
CR,BSL,MMR-CSN,UP,29/11/2020,1:11,60KG,35.93,130,1/5/2004,660.48,SEJ,GR,279,128,LR,22.32,LWR,CURVE,2,1/10/2020
CR,BSL,MMR-CSN,UP,19/9/2018,7:40,60KG,42.51,130,1/5/2004,562.93,SEJ,GR,279,170,RR,22.32,LWR,CURVE,2,11/8/2018
CR,BSL,MMR-CSN,UP,23/12/2020,8:45,60KG,35.93,130,1/5/2004,660.48,SEJ,GR,279,182,LR,22.32,LWR,CURVE,2,4/12/2020
CR,BSL,MMR-CSN,UP,28/11/2021,6:15,60KG,42,130,1/5/2004,709.8,SEJ,GR,282,199,LR,22.32,LWR,CURVE,2,1/10/2021
CR,BSL,MMR-CSN,UP,31/12/2019,9:20,60KG,41.53,130,1/6/2014,255.41,SEJ,OBS Joggled Plate,325,199,RR,22.32,LWR,STRAIGHT,2,16/12/2019
CR,BSL,MMR-CSN,UP,8/11/2019,8:50,60KG,46.39,130,1/10/1999,716.15,SEJ,GR,267,229,RR,22.32,LWR,STRAIGHT,2,5/10/2019
CR,BSL,MMR-CSN,UP,30/12/2020,3:55,60KG,35.93,130,1/5/2004,660.48,SEJ,GR,277,229,RR,22.32,LWR,STRAIGHT,2,2/12/2020
CR,BSL,MMR-CSN,UP,8/8/2019,0:55,60KG,41.53,130,1/7/2003,667.55,SEJ,GR,323,312,LR,22.32,LWR,STRAIGHT,2,12/6/2019
CR,BSL,MMR-CSN,UP,4/11/2019,7:00,60KG,41.53,130,1/3/2002,716.49,SEJ,OBS Joggled Plate,315,338,LR,22.32,LWR,STRAIGHT,2,10/10/2019
CR,BSL,MMR-CSN,UP,6/3/2020,23:55,60KG,35.93,130,1/5/2004,628.6,SEJ,GR,278,370,RR,22.32,LWR,STRAIGHT,2,10/2/2020
CR,BSL,MMR-CSN,UP,9/2/2020,9:40,60KG,35.93,130,1/5/2004,625.06,SEJ,GR,278,423,LR,22.32,LWR,STRAIGHT,2,9/12/2019
CR,BSL,MMR-CSN,UP,24/9/2018,23:08,60KG,46.16,130,1/8/2003,619.2,SEJ,GR,327,429,RR,22.32,LWR,STRAIGHT,2,18/8/2018
CR,BSL,MMR-CSN,UP,31/8/2018,5:35,60KG,46.16,130,1/8/2003,615.54,SEJ,GR,327,436,RR,22.32,LWR,STRAIGHT,2,18/8/2018
CR,BSL,MMR-CSN,UP,19/12/2018,5:00,60KG,42.51,130,1/5/2004,573.24,SEJ,GR,278,471,LR,22.32,LWR,CURVE,2,10/12/2018
CR,BSL,MMR-CSN,UP,14/2/2023,9:15,60KG,43.076,130,1/7/2020,95.81,CURVE,GR,265,483,RR,22.32,LWR,STRAIGHT,2,24/1/2023
CR,BSL,MMR-CSN,UP,27/9/2020,8:20,60KG,35.93,130,1/5/2004,649.86,SEJ,GR,280,532,LR,22.32,LWR,CURVE,2,31/7/2020
CR,BSL,MMR-CSN,UP,5/9/2018,8:30,60KG,46.16,130,1/4/2002,656.97,SEJ,GR,316,571,RR,22.32,LWR,CURVE,2,15/8/2018
CR,BSL,MMR-CSN,UP,17/8/2020,10:59,60KG,35.93,130,1/2/2020,624.8,SEJ,GR,278,594,LR,22.32,LWR,CURVE,2,30/7/2020
CR,BSL,MMR-CSN,UP,7/7/2019,4:40,60KG,46.39,130,1/5/2004,600.26,SEJ,GR,276,599,RR,22.32,LWR,STRAIGHT,2,8/6/2019
CR,BSL,MMR-CSN,UP,20/12/2018,2:25,60KG,46.16,130,1/7/2003,632.79,SEJ,GR,323,627,RR,22.32,LWR,STRAIGHT,2,22/10/2018
CR,BSL,MMR-CSN,UP,10/2/2019,8:10,60KG,41.53,130,1/12/2013,235.54,SEJ,GR,313,638,RR,22.32,LWR,CURVE,2,17/12/2018
CR,BSL,MMR-CSN,UP,1/1/2019,3:50,60KG,41.53,130,1/4/2002,671.6,SEJ,GR,315,773,RR,22.32,LWR,STRAIGHT,2,18/12/2018
CR,BSL,MMR-CSN,UP,25/1/2022,2:15,60KG,42,130,1/5/2004,717.53,SEJ,GR,283,840,LR,22.32,LWR,CURVE,2,6/12/2021
CR,BSL,MMR-CSN,UP,22/11/2018,6:00,60KG,46.16,130,1/4/2002,664.28,SEJ,GR,315,951,RR,22.32,LWR,CURVE,2,19/10/2018
CR,BSL,MZR - BD,DN,29/3/2018,6:55,60KG,39.51,130,1/10/2013,207.22,RAIL,GR,627,71,RR,22.32,LWR,STRAIGHT,3,6/3/2018
CR,BSL,MZR - BD,DN,20/6/2022,5:58,60KG,44,130,1/12/1994,845.47,SEJ,GR,657,150,RR,22.32,LWR,STRAIGHT,3,29/3/2022
CR,BSL,MZR - BD,DN,2/11/2021,7:35,60KG,44,130,1/10/2013,334.45,SEJ,OBS Joggled Plate,632,200,RR,22.32,LWR,STRAIGHT,3,24/9/2021
CR,BSL,MZR - BD,DN,1/6/2020,6:40,60KG,21.63,130,1/2/1996,769.09,SEJ,GR,662,203,RR,22.32,LWR,CURVE,3,27/5/2020
CR,BSL,MZR - BD,DN,29/11/2021,8:55,60KG,44,130,1/1/1995,824.87,SEJ,GR,624,262,LR,22.32,LWR,STRAIGHT,3,21/9/2021
CR,BSL,MZR - BD,DN,1/8/2019,5:46,60KG,33.24,130,1/12/1994,753.9,SEJ,GR,650,273,RR,22.32,LWR,STRAIGHT,3,11/5/2019
CR,BSL,MZR - BD,DN,3/1/2018,7:20,60KG,39.51,130,1/1/1994,717.99,RAIL,GR,643,341,LR,22.32,LWR,STRAIGHT,3,13/11/2017
CR,BSL,MZR - BD,DN,16/2/2018,9:20,60KG,39.51,130,1/11/2015,106.4,RAIL,GR,644,544,RR,22.32,LWR,STRAIGHT,3,15/1/2018
CR,BSL,MZR - BD,DN,21/12/2020,6:10,60KG,21.63,130,1/1/1994,820.41,SEJ,GR,653,661,LR,22.32,LWR,STRAIGHT,3,2/12/2020
CR,BSL,MZR - BD,DN,3/11/2017,7:25,60KG,39.51,130,1/1/1994,710.39,RAIL,GR,655,689,LR,22.32,LWR,STRAIGHT,3,19/9/2017
CR,BSL,MZR - BD,DN,16/2/2018,8:10,60KG,39.51,130,1/12/1995,692.82,RAIL,GR,647,757,LR,22.32,LWR,STRAIGHT,3,17/1/2018
CR,BSL,MZR - BD,DN,26/11/2017,9:30,60KG,39.51,130,1/1/1994,710.39,RAIL,GR,649,771,LR,22.32,LWR,STRAIGHT,3,14/11/2017
CR,BSL,MZR - BD,DN,30/1/2019,18:30,60KG,33.24,130,1/1/1994,741.63,SEJ,GR,641,820,LR,22.32,LWR,STRAIGHT,3,16/11/2018
CR,BSL,MZR - BD,DN,5/1/2018,8:50,60KG,39.51,130,1/1/1994,717.99,RAIL,GR,636,938,RR,22.32,LWR,STRAIGHT,3,7/11/2017
CR,BSL,MZR - BD,DN,15/8/2025,7:10,60KG,36.155,130,1/9/2023,67,CURVE,GR,621,982,RR,22.32,LWR,STRAIGHT,3,26/7/2025
CR,BSL,MZR - BD,UP,4/8/2024,8:40,60KG,55.17,130,1/6/2014,515,CURVE,GR,634,29,RR,22.32,LWR,STRAIGHT,2,9/7/2024
CR,BSL,MZR - BD,UP,8/2/2018,14:35,60KG,55.28,130,1/8/2014,196.3,RAIL,GR,626,149,RR,22.32,LWR,STRAIGHT,2,22/12/2017
CR,BSL,MZR - BD,UP,19/11/2021,1:50,60KG,48,130,1/5/2020,84.04,LWR,GR,633,647,RR,22.32,LWR,STRAIGHT,2,9/10/2021
CR,BSL,MZR - BD,UP,21/10/2021,0:15,60KG,48,130,1/10/2019,115.17,SEJ,GR,633,691,RR,22.32,LWR,STRAIGHT,2,9/10/2021
CR,BSL,MZR - BD,UP,16/5/2024,9:55,60KG,55.17,130,1/2/2014,521,SEJ,GR,645,777,LR,22.32,LWR,STRAIGHT,2,21/3/2024
CR,BSL,PC-JL,DN,31/12/2019,8:30,60KG,38.83,130,1/12/2005,541.84,SEJ,GR,418,342,RR,22.32,LWR,STRAIGHT,2,12/11/2019
CR,BSL,PC-JL,DN,28/10/2023,7:50,60KG,41.229,130,1/8/2008,556.83,SEJ,GR,382,387,RR,22.32,LWR,CURVE,2,18/9/2023
CR,BSL,PC-JL,DN,9/11/2018,8:15,60KG,43.04,130,1/12/2005,491.84,SEJ,OBS Joggled Plate,418,787,LR,22.32,LWR,STRAIGHT,2,5/10/2018
CR,BSL,PC-JL,DN,25/6/2021,10:00,60KG,42,130,1/2/2017,190.12,LWR,GR,385,854,LR,22.32,LWR,CURVE,2,25/5/2021
CR,BSL,PC-JL,DN,25/6/2021,10:15,60KG,42,130,1/2/2017,190.12,LWR,GR,385,854,RR,22.32,LWR,CURVE,2,25/5/2021
CR,BSL,PC-JL,UP,7/7/2021,8:30,60KG,40,130,1/8/2016,229.28,LWR,GR,388,46,LR,22.32,LWR,STRAIGHT,2,12/6/2021
CR,BSL,PC-JL,UP,17/9/2019,11:35,60KG,41.53,130,1/8/2016,144.65,LWR,GR,388,50,RR,22.32,SWR,STRAIGHT,2,2/7/2019
CR,BSL,PC-JL,UP,20/9/2017,9:30,60KG,46.16,130,1/5/1993,824.67,RAIL,GR,395,137,LR,22.32,LWR,STRAIGHT,2,18/9/2017
CR,BSL,PC-JL,UP,26/11/2018,8:05,60KG,46.16,130,1/10/1998,752.4,SLEEPER,GR,419,307,RR,22.32,SWR,STRAIGHT,2,20/11/2018
CR,BSL,PC-JL,UP,5/7/2018,9:45,60KG,46.16,130,1/9/1993,850.54,SEJ,GR,407,350,LR,22.32,LWR,STRAIGHT,2,21/5/2018
CR,BSL,PC-JL,UP,30/9/2017,6:30,60KG,46.16,130,1/4/1993,826.64,RAIL,GR,391,874,RR,22.32,LWR,STRAIGHT,2,16/9/2017
CR,BSL,PC-JL,UP,2/11/2017,7:40,60KG,46.16,130,1/2/1993,838.05,RAIL,GR,387,876,RR,22.32,LWR,STRAIGHT,2,14/9/2017
CR,BSL,PC-JL,UP,30/11/2017,0:35,60KG,46.16,130,1/10/1999,688.11,RAIL,GR,398,953,RR,22.32,LWR,STRAIGHT,2,16/11/2017
CR,CSTM,CLA-TBY,SL,9/12/2021,10:35,52KG,9,30,1/6/2001,34.21,SEJ,GR,17,18,RR,22.32,SWR,STRAIGHT,24,23/4/2021
CR,CSTM,CLA-TBY,SL,6/2/2022,8:27,52KG,10,30,1/2/2001,35.05,SEJ,GR,15,673,LR,22.32,SWR,CURVE,24,22/4/2021
CR,CSTM,CLA-TBY,SL,28/12/2018,10:05,52KG,2.73,30,1/11/1999,21.26,SEJ,GR,17,704,LR,22.32,SWR,STRAIGHT,24,20/4/2018
CR,CSTM,CLA-TNA,5th line,22/8/2018,23:19,60KG,4.61,110,1/9/2011,24.17,SEJ,GR,23,320,RR,22.32,LWR,CURVE,12,12/5/2018
CR,CSTM,CLA-TNA,5th line,10/7/2019,9:09,60KG,35.62,110,1/3/2011,28.99,SEJ,GR,19,400,RR,22.32,LWR,CURVE,12,2/2/2019
CR,CSTM,CLA-TNA,6th line,10/9/2020,8:30,60KG,34.64,110,1/12/2009,104.13,SEJ,GR,26,616,LR,22.32,LWR,STRAIGHT,24,13/11/2019
CR,CSTM,CLA-TNA,DN,10/8/2019,6:45,60KG,33.83,110,1/7/2012,337.27,LWR,GR,18,464,RR,22.32,LWR,STRAIGHT,24,19/6/2019
CR,CSTM,CLA-TNA,DN,18/2/2018,7:32,60KG,37.61,110,1/2/2010,386.33,RAIL,GR,25,588,LR,22.32,LWR,STRAIGHT,24,20/1/2018
CR,CSTM,CLA-TNA,DN,27/12/2018,7:38,60KG,37.61,110,1/5/2017,86.12,SEJ,GR,26,640,RR,22.32,FP/SR,STRAIGHT,24,25/11/2018
CR,CSTM,CLA-TNA,DN,1/9/2019,8:40,60KG,33.83,110,1/11/2010,419.9,POINTS AND CROSSING,GR,25,737,LR,22.32,LWR,STRAIGHT,24,31/7/2019
CR,CSTM,CLA-TNA,Slow Line DN,22/7/2019,0:35,60KG,8.65,110,1/5/2012,321.68,SEJ,GR,18,200,RR,22.32,LWR,STRAIGHT,3,10/6/2019
CR,CSTM,CLA-TNA,Slow Line DN,27/1/2018,5:30,60KG,17.62,110,1/6/2008,345.17,RAIL,GR,24,239,LR,22.32,LWR,STRAIGHT,3,14/1/2018
CR,CSTM,CLA-TNA,Slow Line DN,10/7/2019,9:09,60KG,8.65,110,1/5/2010,390.68,SEJ,GR,19,400,RR,22.32,LWR,CURVE,3,30/5/2019
CR,CSTM,CLA-TNA,Slow Line DN,15/12/2019,1:39,60KG,8.65,110,1/7/2003,672.35,SEJ,GR,15,432,LR,22.32,LWR,STRAIGHT,3,1/12/2019
CR,CSTM,CLA-TNA,Slow Line DN,2/11/2019,13:10,60KG,8.65,110,1/5/2005,598.41,SEJ,GR,15,494,RR,22.32,LWR,STRAIGHT,3,9/10/2019
CR,CSTM,CLA-TNA,Slow Line DN,21/12/2016,11:20,60KG,34.02,110,1/5/2005,141.69,RAIL,GR,15,575,LR,22.32,LWR,STRAIGHT,3,14/10/2016
CR,CSTM,CLA-TNA,Slow Line DN,21/12/2016,11:20,60KG,34.02,110,1/5/2005,603.68,SEJ,GR,15,575,LR,22.32,LWR,STRAIGHT,3,14/10/2016
CR,CSTM,CLA-TNA,Slow Line UP,4/7/2019,11:10,60KG,8.67,110,1/4/2006,544.41,SEJ,GR,19,100,RR,22.32,LWR,STRAIGHT,4,27/5/2019
CR,CSTM,CLA-TNA,Slow Line UP,29/7/2016,23:18,60KG,34.32,110,1/11/2001,125.35,RAIL,GR,15,955,LR,22.32,LWR,STRAIGHT,4,21/7/2016
CR,CSTM,CLA-TNA,UP,16/3/2020,14:06,60KG,40.2,110,1/10/2006,600.03,LWR,GR,30,21,RR,22.32,FP/SR,CURVE,6,21/2/2020
CR,CSTM,CLA-TNA,UP,20/8/2017,14:57,60KG,43.64,110,1/8/2006,206.99,RAIL,GR,29,42,LR,22.32,LWR,CURVE,6,20/7/2017
CR,CSTM,CLA-TNA,UP,9/12/2018,4:50,60KG,37.17,110,1/3/2008,503.44,SEJ,GR,25,50,LR,22.32,LWR,CURVE,6,6/12/2018
CR,CSTM,CLA-TNA,UP,25/7/2019,3:13,60KG,33.3,110,1/9/2018,40,SEJ,GR,18,100,RR,22.32,LWR,CURVE,6,17/6/2019
CR,CSTM,CLA-TNA,UP,25/7/2024,18:04,60KG,15.86,110,1/12/2019,218,SEJ,GR,20,172,RR,22.32,LWR,STRAIGHT,6,12/7/2024
CR,CSTM,CLA-TNA,UP,7/11/2017,4:26,60KG,43.64,110,1/11/2006,495.58,RAIL,GR,30,218,LR,22.32,LWR,STRAIGHT,6,27/9/2017
CR,CSTM,CLA-TNA,UP,26/9/2018,8:47,60KG,37.17,110,1/3/2009,450.04,SEJ,GR,22,239,RR,22.32,LWR,CURVE,6,4/9/2018
CR,CSTM,CLA-TNA,UP,23/10/2018,9:08,60KG,37.17,110,1/2/2002,724.81,LWR,GR,18,460,LR,22.32,LWR,CURVE,6,3/9/2018
CR,CSTM,CLA-TNA,UP,4/5/2016,2:25,60KG,50.25,110,1/11/2003,174.75,RAIL,GR,22,500,LR,22.32,SWR,CURVE,6,20/4/2016
CR,CSTM,CLA-TNA,UP,8/10/2016,9:12,60KG,50.25,110,1/6/2013,158.96,RAIL,GR,15,500,RR,22.32,LWR,CURVE,24,6/9/2016
CR,CSTM,CLA-TNA,UP,5/9/2016,21:30,60KG,50.25,110,1/9/2006,174.75,RAIL,GR,29,640,LR,22.32,LWR,STRAIGHT,6,9/7/2016
CR,CSTM,CLA-TNA,UP,5/9/2016,21:30,60KG,50.25,110,1/9/2006,174.75,RAIL,GR,29,640,LR,22.32,LWR,STRAIGHT,6,9/7/2016
CR,CSTM,CLA-TNA,UP,31/12/2017,23:55,60KG,43.64,110,1/2/2011,327.83,RAIL,GR,17,667,RR,22.32,LWR,STRAIGHT,24,3/11/2017
CR,CSTM,CLA-TNA,UP,1/1/2018,23:55,60KG,37.17,110,1/2/2011,327.83,RAIL,GR,17,768,RR,22.32,LWR,STRAIGHT,24,3/11/2017
CR,CSTM,CLA-VSH,DN Harbour Line,13/5/2016,7:00,60KG,17.32,80,1/12/2005,214.33,RAIL,GR,20,70,RR,22.32,LWR,STRAIGHT,12,27/1/2016
CR,CSTM,CLA-VSH,DN Harbour Line,12/8/2018,7:00,52KG,4.85,80,1/12/2001,288.74,SEJ,GR,16,152,RR,22.32,LWR,STRAIGHT,12,28/6/2018
CR,CSTM,CLA-VSH,DN Harbour Line,12/8/2017,6:30,52KG,34.71,80,1/12/1998,291,RAIL,GR,17,290,LR,22.32,LWR,STRAIGHT,12,11/7/2017
CR,CSTM,CLA-VSH,DN Harbour Line,22/10/2020,8:20,60KG,25.23,80,1/12/2004,265.66,SEJ,GR,19,321,LR,22.32,LWR,STRAIGHT,12,1/4/2020
CR,CSTM,CLA-VSH,DN Harbour Line,20/12/2016,6:00,52KG,17.41,80,1/10/2010,130,RAIL,GR,15,450,LR,22.32,LWR,STRAIGHT,12,16/12/2016
CR,CSTM,CLA-VSH,DN Harbour Line,5/1/2021,8:40,60KG,46,80,1/3/2015,87.91,SEJ,GR,20,462,RR,22.32,LWR,CURVE,12,1/4/2020
CR,CSTM,CLA-VSH,DN Harbour Line,27/1/2018,3:10,60KG,4.82,80,1/12/2005,214.33,RAIL,GR,19,477,RR,22.32,LWR,STRAIGHT,12,24/11/2017
CR,CSTM,CLA-VSH,DN Harbour Line,27/7/2022,7:52,60KG,47,80,1/12/2004,270.08,SEJ,GR,19,593,LR,22.32,LWR,STRAIGHT,12,25/9/2021
CR,CSTM,CLA-VSH,DN Harbour Line,10/1/2016,6:30,52KG,17.32,80,1/7/1999,290,RAIL,GR,18,670,RR,22.32,LWR,STRAIGHT,12,16/9/2015
CR,CSTM,CLA-VSH,DN Harbour Line,26/10/2016,5:00,60KG,17.15,80,1/12/2013,74.33,RAIL,GR,28,780,LR,22.32,FP/SR,STRAIGHT,12,3/7/2016
CR,CSTM,CLA-VSH,DN Harbour Line,13/6/2016,5:00,60KG,17.15,80,1/6/1991,285,RAIL,GR,28,785,RR,22.32,FP/SR,STRAIGHT,12,6/3/2016
CR,CSTM,CLA-VSH,DN Harbour Line,28/12/2020,8:50,60KG,25.23,80,1/3/2015,87.91,SEJ,GR,20,832,RR,22.32,LWR,STRAIGHT,12,1/4/2020
CR,CSTM,CLA-VSH,DN Harbour Line,20/6/2017,8:00,60KG,17.15,80,1/6/1991,285,RAIL,GR,27,890,LR,22.32,LWR,STRAIGHT,12,28/4/2017
CR,CSTM,CLA-VSH,DN Harbour Line,19/6/2017,5:00,60KG,17.15,80,1/4/2011,120,RAIL,GR,27,905,RR,22.32,LWR,STRAIGHT,12,28/4/2017
CR,CSTM,CLA-VSH,DN Harbour Line,2/1/2016,7:00,60KG,17.15,80,1/12/1990,285,RAIL,GR,21,920,RR,22.32,LWR,STRAIGHT,12,28/9/2015
CR,CSTM,CLA-VSH,DN Harbour Line,20/10/2017,7:00,52KG,34.71,80,1/12/2011,109,RAIL,GR,15,975,LR,22.32,LWR,STRAIGHT,12,21/9/2017
CR,CSTM,CLA-VSH,DN Harbour Line,12/7/2017,6:30,60KG,17.15,80,1/5/2017,18.58,RAIL,GR,24,3285,LR,22.32,SWR,STRAIGHT,12,27/4/2017
CR,CSTM,CLA-VSH,DN Harbour Line,20/8/2017,7:30,60KG,17.15,80,1/5/2017,18.58,RAIL,GR,24,4254,RR,22.32,SWR,STRAIGHT,12,27/4/2017
