RLYCODE,DIVCODE,SECTION,LINE,FRACTURE_DATE,FRACTURE_TIME,RAIL_SECTION,ANNUAL_GMT,SPEED,LAYINGDATE,GMTCARRIED,ASSETTYPE,USFDCLASSIFICATION,USFDTESTDATE,LRRR,KM,METER,AXLELOAD,TRACK_TYPE,STRAIGHT_CURVE,SERVICE_LIFE,FRACTURE_DATE,LAYINGDATE,DURATION
CR,CSTM,CLA-VSH,UP Harbour Line,2017-04-24-00.00.00,8:30,60KG,17.32,80,Jul-17,10.67,RAIL,GR,2016-12-17-00.00.00,RR,26,75,22.32,SWR,STRAIGHT,800,4/24/2017,7/1/2017,-68.00
ECR,DHN,BRKA-GHD,Rev Line,2021-02-22-00.00.00,7:25,60KG,70.86,100,May-21,12.13,SEJ,GR,2021-01-09-00.00.00,LR,289,348,22.9,LWR,STRAIGHT,800,2/22/2021,5/1/2021,-68.00
SWR,SBC,SBC-ASK,DN,2016-12-27-00.00.00,2:56,60KG,7.96,110,Mar-17,4.64,RAIL,GR,2016-06-20-00.00.00,LR,34,90,22.9,LWR,STRAIGHT,800,12/27/2016,3/1/2017,-64.00
NR,FZR,BTI-KKP,SL,2019-08-11-00.00.00,17:40,52KG,23.18,110,Oct-19,139,SEJ,GR,2019-08-06-00.00.00,LR,322,898,Up to 20.32,FP/SR,STRAIGHT,525,8/11/2019,10/1/2019,-51.00
NFR,RNY,NBQ-KYQ,DN,2020-11-12-00.00.00,23:35,52KG,63.67,110,Jan-21,335.43,POINTS AND CROSSING,GR,2020-10-18-00.00.00,LR,120,53,22.9,LWR,STRAIGHT,525,11/12/2020,1/1/2021,-50.00
CR,CSTM,TNA-DW,Slow Line DN,2017-07-14-00.00.00,9:15,60KG,56.07,110,Sep-17,4.67,RAIL,GR,2017-06-21-00.00.00,LR,37,382,22.32,LWR,CURVE,800,7/14/2017,9/1/2017,-49.00
ER,HWH,BDC-KWAE Jn,DN,2017-11-13-00.00.00,8:00,52KG,10.07,110,Jan-18,2.86,RAIL,GR,2017-03-13-00.00.00,RR,14,832,22.32,LWR,STRAIGHT,525,11/13/2017,1/1/2018,-49.00
ECR,SPJ,MFP - SGL,DN,2018-04-15-00.00.00,8:20,60KG,,110,Jun-18,34.47,SEJ,GR,2018-03-28-00.00.00,LR,159,910,22.32,LWR,STRAIGHT,800,4/15/2018,6/1/2018,-47.00
SR,TVC,PNQ-ERN,DN,2017-05-30-00.00.00,7:30,60KG,21.18,80,Jul-17,1.73,RAIL,GR,2016-12-06-00.00.00,RR,48,164,22.32,LWR,STRAIGHT,800,5/30/2017,7/1/2017,-32.00
SWR,SBC,SBC-ASK,DN,2016-12-31-00.00.00,8:45,60KG,7.96,110,Feb-17,5.31,RAIL,GR,2016-06-17-00.00.00,LR,28,769,22.9,LWR,STRAIGHT,800,12/31/2016,2/1/2017,-32.00
ER,HWH,BLY-SKG,Rev Line,2020-10-08-00.00.00,8:30,60KG,18.19,130,Nov-20,10.7,LWR,GR,2020-07-31-00.00.00,LR,45,980,22.32,LWR,STRAIGHT,800,10/8/2020,11/1/2020,-24.00
SCR,HYB,SC-DHNE,UP,2016-07-10-00.00.00,7:40,52KG,24.11,110,Aug-16,101.98,RAIL,GR,2016-06-26-00.00.00,RR,77,185,22.32,LWR,STRAIGHT,350,7/10/2016,8/1/2016,-22.00
SECR,R,BSP-R,MID,2017-05-10-00.00.00,8:15,60KG,33.57,130,Jun-17,7.43,RAIL,GR,2017-03-02-00.00.00,LR,739,976,22.9,SWR,STRAIGHT,800,5/10/2017,6/1/2017,-22.00
WR,RJT,JAM-KNLS,SL,2015-11-09-00.00.00,9:52,52KG,21.65,110,Dec-15,22.49,RAIL,GR,2015-09-16-00.00.00,LR,832,919,22.32,LWR,CURVE,525,11/9/2015,12/1/2015,-22.00
NCR,PRYJ,HRS-ALJN,UP,2018-10-11-00.00.00,9:50,60KG,78.4,130,Nov-18,542,POINTS AND CROSSING,GR,2018-08-29-00.00.00,RR,1296,985,22.32,SWR,STRAIGHT,800,10/11/2018,11/1/2018,-21.00
ECOR,KUR,KUR-NWP,UP,2016-06-11-00.00.00,16:10,60KG,44.14,130,Jul-16,58.85,RAIL,GR,2016-05-12-00.00.00,LR,573,317,25,FP/SR,STRAIGHT,800,6/11/2016,7/1/2016,-20.00
ECOR,WAT,NWP-VZM,DN,2018-11-11-00.00.00,7:38,60KG,46.51,130,Dec-18,492.99,SEJ,GR,2018-10-21-00.00.00,RR,763,729,25,SWR,STRAIGHT,800,11/11/2018,12/1/2018,-20.00
CR,CSTM,CSTM-CLA,UP,2019-10-13-00.00.00,6:09,60KG,33.3,110,Nov-19,3.57,SEJ,GR,2019-08-27-00.00.00,LR,5,984,22.32,SWR,STRAIGHT,800,10/13/2019,11/1/2019,-19.00
ECOR,WAT,KRPU-KRDL,SL,2016-04-12-00.00.00,7:45,60KG,34.48,75,May-16,21.81,RAIL,GR,2016-01-28-00.00.00,LR,422,667,25,LWR,STRAIGHT,800,4/12/2016,5/1/2016,-19.00
SCR,NED,MMR-PBN,SL,2019-01-15-00.00.00,9:15,52KG,9.37,100,Feb-19,226.34,SEJ,GR,2018-10-04-00.00.00,RR,273,890,Up to 20.32,LWR,STRAIGHT,525,1/15/2019,2/1/2019,-17.00
NCR,JHS,JHS GWL,UP,2016-12-17-00.00.00,4:10,60KG,61.63,130,Jan-17,46.22,RAIL,GR,2016-11-08-00.00.00,LR,1224,605,22.32,LWR,CURVE,800,12/17/2016,1/1/2017,-15.00
ECOR,WAT,NWP-VZM,UP,2018-10-18-00.00.00,7:35,60KG,50.13,130,Nov-18,52.56,SEJ,GR,2018-10-16-00.00.00,RR,744,618,25,LWR,STRAIGHT,800,10/18/2018,11/1/2018,-14.00
SER,ADRA,BJE VAA,SL,2021-03-19-00.00.00,8:30,60KG,23.92,80,Apr-21,4.81,POINTS AND CROSSING,GR,2021-01-18-00.00.00,LR,321,644,25,LWR,STRAIGHT,800,3/19/2021,4/1/2021,-13.00
NR,MB,BE-MB,UP,2020-07-20-00.00.00,16:40,52KG,34.62,100,Aug-20,2.93,SEJ,GR,2020-05-11-00.00.00,RR,1394,27,22.32,LWR,CURVE,525,7/20/2020,8/1/2020,-12.00
SER,ADRA,RKI DMA,UP,2015-04-19-00.00.00,7:05,60KG,47.03,110,May-15,4.45,RAIL,GR,2015-04-11-00.00.00,RR,299,230,25,LWR,CURVE,800,4/19/2015,5/1/2015,-12.00
CR,PUNE,DD ANG,SL,2021-01-21-00.00.00,5:31,60KG,24,110,Feb-21,2.13,SEJ,GR,2021-01-02-00.00.00,RR,277,386,25,LWR,CURVE,800,1/21/2021,2/1/2021,-11.00
ECR,DDU,SSM-DDU,DN,2017-09-21-00.00.00,9:45,60KG,31.7,130,Oct-17,254,RAIL,GR,2017-08-07-00.00.00,RR,586,402,22.32,LWR,STRAIGHT,800,9/21/2017,10/1/2017,-10.00
SECR,BSP,CPH-BSP,UP,2018-09-23-00.00.00,21:30,60KG,82.18,130,Oct-18,33.68,LWR,GR,2018-08-24-00.00.00,LR,705,308,22.32,LWR,STRAIGHT,800,9/23/2018,10/1/2018,-8.00
SWR,SBC,SBC-ASK,DN,2017-02-21-00.00.00,15:00,60KG,9.33,110,Mar-17,4.64,RAIL,GR,2017-02-05-00.00.00,LR,35,84,22.9,LWR,STRAIGHT,800,2/21/2017,3/1/2017,-8.00
ECOR,WAT,VZM-KTV,UP,2019-07-25-00.00.00,22:30,60KG,58,130,Aug-19,4.64,SEJ,GR,2019-07-01-00.00.00,LR,852,525,25,LWR,CURVE,800,7/25/2019,8/1/2019,-7.00
NR,MB,RAC-BE,DN,2019-12-25-00.00.00,16:30,60KG,42.43,100,Jan-20,34.23,LWR,GR,2019-12-04-00.00.00,LR,1297,395,22.32,LWR,STRAIGHT,800,12/25/2019,1/1/2020,-7.00
SER,KGP,KGP-ROP,UP,2017-05-26-00.00.00,1:08,60KG,41.73,130,Jun-17,1.92,RAIL,GR,2017-04-08-00.00.00,RR,138,1032,25,LWR,STRAIGHT,800,5/26/2017,6/1/2017,-6.00
ER,ASN,JSME-KIUL,DN,2018-09-27-00.00.00,8:15,52KG,20.1,130,Oct-18,3.26,SEJ,GR,2018-09-07-00.00.00,LR,358,135,22.32,LWR,STRAIGHT,525,9/27/2018,10/1/2018,-4.00
ECR,DHN,CRP-BRKA,N,2021-05-29-00.00.00,5:50,52KG,18.3,100,Jun-21,7.94,SEJ,GR,2021-04-08-00.00.00,LR,25,141,22.9,LWR,STRAIGHT,525,5/29/2021,6/1/2021,-3.00
NER,IZN,FBD-KSJ,SL,2017-07-29-00.00.00,7:45,52KG,17.03,110,Aug-17,2.63,RAIL,GR,2016-11-17-00.00.00,LR,236,4,22.32,SWR,STRAIGHT,525,7/29/2017,8/1/2017,-3.00
SECR,BSP,CPH-BSP,UP,2018-09-28-00.00.00,9:05,60KG,82.18,130,Oct-18,13.47,RAIL,GR,2018-08-24-00.00.00,RR,705,143,22.32,LWR,CURVE,800,9/28/2018,10/1/2018,-3.00
SR,TVC,PNQ-ERN,DN,2017-06-28-00.00.00,7:40,60KG,21.18,80,Jul-17,1.73,RAIL,GR,2016-12-06-00.00.00,RR,48,160,22.32,LWR,STRAIGHT,800,6/28/2017,7/1/2017,-3.00
CR,PUNE,GPR MRJ,SL,2021-02-27-00.00.00,6:00,52KG,17.74,100,Mar-21,1.43,SEJ,GR,2021-01-11-00.00.00,RR,159,380,25,LWR,STRAIGHT,525,2/27/2021,3/1/2021,-2.00
ECR,DDU,ARA-SSM,SL,2024-01-30-00.00.00,10:45,52KG,4.698,65,Feb-24,8,SEJ,GR,2019-11-01-00.00.00,RR,41,855,22.32,LWR,STRAIGHT,525,1/30/2024,2/1/2024,-2.00
ECR,SEE,SPJ - MFP,UP,2019-12-30-00.00.00,1:10,52KG,22.63,110,Jan-20,1.5,SEJ,OBS,2019-11-22-00.00.00,LR,49,93,22.32,LWR,STRAIGHT,525,12/30/2019,1/1/2020,-2.00
SR,SA,JTJ - MGSJ,UP,2023-10-30-00.00.00,10:10,60KG,26.852,110,Nov-23,2,BRIDGE,GR,2023-10-28-00.00.00,RR,315,931,22.9,LWR,STRAIGHT,800,10/30/2023,11/1/2023,-2.00
SWR,UBL,LD MRJ,UP,2018-08-30-00.00.00,5:30,52KG,,105,Sep-18,,SEJ,GR,2018-04-16-00.00.00,RR,717,228,25,LWR,STRAIGHT,350,8/30/2018,9/1/2018,-2.00
ECOR,KUR,BRAG-KUR,DN,2017-07-31-00.00.00,10:30,60KG,31.89,130,Aug-17,4.95,RAIL,GR,2017-06-17-00.00.00,RR,454,769,25,FP/SR,STRAIGHT,800,7/31/2017,8/1/2017,-1.00
ECR,DNR,ARA-DLN,DN,2017-09-30-00.00.00,7:41,52KG,26.42,130,Oct-17,3.52,RAIL,GR,2017-09-01-00.00.00,LR,682,360,22.32,LWR,CURVE,525,9/30/2017,10/1/2017,-1.00
ECR,SEE,HJP-MFP,DN,2018-12-31-00.00.00,4:00,52KG,13.45,110,Jan-19,1.01,POINTS AND CROSSING,GR,2018-11-29-00.00.00,LR,48,621,22.32,SWR,CURVE,525,12/31/2018,1/1/2019,-1.00
NWR,JP,JP-FL,DN,2019-10-31-00.00.00,15:00,60KG,31.01,130,Nov-19,2.91,SEJ,GR,2019-10-16-00.00.00,RR,262,857,22.9,LWR,STRAIGHT,800,10/31/2019,11/1/2019,-1.00
SCR,HYB,SC-DHNE,UP,2019-06-30-00.00.00,0:40,52KG,23.38,110,Jul-19,146,SEJ,GR,2019-05-25-00.00.00,LR,90,931,22.32,LWR,STRAIGHT,525,6/30/2019,7/1/2019,-1.00
SER,CKP,CNI KND,DN,2025-07-31-00.00.00,23:45,60KG,81.164,110,Aug-25,14,SEJ,GR,2025-07-25-00.00.00,LR,384,819,25,LWR,STRAIGHT,800,7/31/2025,8/1/2025,-1.00
SWR,SBC,JTJ-SBC,DN,2018-06-30-00.00.00,12:38,52KG,24.4,130,Jul-18,1.38,SEJ,GR,2018-05-30-00.00.00,LR,285,884,22.9,LWR,CURVE,525,6/30/2018,7/1/2018,-1.00
SWR,UBL,GDG HPT,DN,2020-09-30-00.00.00,22:25,52KG,13.45,100,Oct-20,67,SEJ,GR,2020-09-14-00.00.00,LR,73,165,22.32,LWR,STRAIGHT,525,9/30/2020,10/1/2020,-1.00
ECOR,WAT,SPRD - VBL,DN,2023-11-01-00.00.00,5:45,60KG,50.603,110,Nov-23,97,SEJ,GR,2023-10-03-00.00.00,RR,357,609,25,FP/SR,STRAIGHT,800,11/1/2023,11/1/2023,0.00
ECOR,WAT,SPRD - VBL,UP,2016-09-01-00.00.00,8:00,52KG,32.41,110,Sep-16,294,RAIL,GR,2016-08-18-00.00.00,RR,373,984,25,LWR,STRAIGHT,525,9/1/2016,9/1/2016,0.00
ECR,DHN,GHD-BXLL,UP,2017-10-01-00.00.00,6:47,60KG,,100,Oct-17,,RAIL,GR,2017-08-16-00.00.00,LR,23,594,22.9,LWR,STRAIGHT,800,10/1/2017,10/1/2017,0.00
ER,MLDT,TPH-BGP,DN,2016-04-01-00.00.00,6:00,52KG,16.2,100,Apr-16,154,RAIL,GR,2016-01-29-00.00.00,RR,290,855,22.32,LWR,CURVE,525,4/1/2016,4/1/2016,0.00
NER,LJN,BUW STP,DN,2019-08-01-00.00.00,0:18,52KG,,110,Aug-19,2.25,SEJ,GR,2019-05-04-00.00.00,LR,38,5,22.32,LWR,STRAIGHT,525,8/1/2019,8/1/2019,0.00
NR,FZR,BES-ASR,UP,2021-09-01-00.00.00,7:10,52KG,22.84,110,Sep-21,93,LWR,GR,2021-06-14-00.00.00,LR,479,410,22.32,FP/SR,STRAIGHT,525,9/1/2021,9/1/2021,0.00
NR,UMB,RPJ- DUI,UP,2021-11-01-00.00.00,18:45,52KG,19.1,110,Nov-21,2.73,SEJ,GR,2021-10-29-00.00.00,LR,47,515,22.9,LWR,STRAIGHT,525,11/1/2021,11/1/2021,0.00
NWR,JP,JP-FL,DN,2018-12-01-00.00.00,6:40,60KG,34.95,130,Dec-18,2.91,SEJ,GR,2018-10-24-00.00.00,LR,249,515,22.9,SWR,STRAIGHT,800,12/1/2018,12/1/2018,0.00
NWR,JU,BKN-MTD,SL,2017-11-01-00.00.00,9:10,52KG,14.1,110,Nov-17,112,RAIL,GR,2017-10-03-00.00.00,RR,484,20,22.32,LWR,STRAIGHT,525,11/1/2017,11/1/2017,0.00
SCR,BZA,VKT TEL,UP,2019-01-01-00.00.00,6:25,60KG,44.11,130,Jan-19,3.91,POINTS AND CROSSING,GR,2018-12-20-00.00.00,RR,290,465,22.32,LWR,STRAIGHT,800,1/1/2019,1/1/2019,0.00
SECR,R,R-DUG,DN,2021-02-01-00.00.00,7:50,60KG,83.3,130,Feb-21,5.34,POINTS AND CROSSING,GR,2021-01-23-00.00.00,RR,846,424,22.9,LWR,STRAIGHT,800,2/1/2021,2/1/2021,0.00
SER,ADRA,ANR PRR,UP,2022-10-01-00.00.00,2:40,60KG,44.65,110,Oct-22,1.5,SEJ,GR,2022-07-25-00.00.00,RR,322,384,25,SWR,STRAIGHT,800,10/1/2022,10/1/2022,0.00
SER,CKP,RKSN-PDPH,DN,2018-11-01-00.00.00,6:30,60KG,79.48,90,Nov-18,6.2,SEJ,GR,2018-10-04-00.00.00,RR,347,908,25,LWR,CURVE,800,11/1/2018,11/1/2018,0.00
SR,PGT,SRR - NTVT A,DN,2016-07-01-00.00.00,19:30,52KG,13.57,110,Jul-16,101.17,RAIL,GR,2016-05-23-00.00.00,RR,668,797,22.32,SWR,STRAIGHT,525,7/1/2016,7/1/2016,0.00
SR,PGT,SRR - NTVT A,DN,2016-07-01-00.00.00,19:30,52KG,13.57,110,Jul-16,101.17,RAIL,GR,2016-05-23-00.00.00,RR,668,797,22.32,SWR,STRAIGHT,525,7/1/2016,7/1/2016,0.00
SR,PGT,SRR - NTVT A,DN,2016-07-01-00.00.00,19:30,52KG,13.57,110,Jul-16,101.17,RAIL,GR,2016-05-23-00.00.00,RR,668,797,22.32,SWR,STRAIGHT,525,7/1/2016,7/1/2016,0.00
SR,PGT,SRR - NTVT A,DN,2016-07-01-00.00.00,19:30,52KG,13.57,110,Jul-16,101.17,RAIL,GR,2016-05-23-00.00.00,RR,668,797,22.32,SWR,STRAIGHT,525,7/1/2016,7/1/2016,0.00
SR,PGT,SRR - NTVT A,UP,2017-06-01-00.00.00,18:35,52KG,14.25,110,Jun-17,5.73,RAIL,GR,2016-12-24-00.00.00,LR,636,668,22.32,LWR,STRAIGHT,525,6/1/2017,6/1/2017,0.00
SWR,SBC,JTJ-SBC,DN,2019-01-01-00.00.00,23:25,52KG,18.01,130,Jan-19,2.16,SEJ,GR,2018-11-15-00.00.00,RR,273,757,22.9,LWR,CURVE,525,1/1/2019,1/1/2019,0.00
WCR,KOTA,NAD-KTT,UP,2019-12-01-00.00.00,8:45,60KG,39.78,130,Dec-19,232,SEJ,GR,2019-10-12-00.00.00,LR,911,208,22.9,LWR,STRAIGHT,800,12/1/2019,12/1/2019,0.00
WR,ADI,BLDI-SIOB,DN,2021-03-01-00.00.00,1:30,52KG,30.66,110,Mar-21,84.63,LWR,GR,2021-01-18-00.00.00,LR,146,318,22.9,LWR,STRAIGHT,525,3/1/2021,3/1/2021,0.00
WR,BRC,SMLA-GDA,DN,2017-08-01-00.00.00,23:14,60KG,33.99,130,Aug-17,6.47,RAIL,GR,2017-07-20-00.00.00,LR,430,95,22.32,LWR,STRAIGHT,800,8/1/2017,8/1/2017,0.00
CR,CSTM,VSH-PNVL,DN Harbour Line,2020-12-02-00.00.00,7:50,60KG,21.44,95,Dec-20,2.96,SEJ,GR,2020-08-04-00.00.00,LR,46,183,22.32,LWR,CURVE,800,12/2/2020,12/1/2020,1.00
CR,NGP,ET-GDYA,DN,2017-11-02-00.00.00,6:10,60KG,29.42,130,Nov-17,2.49,RAIL,GR,2017-09-13-00.00.00,LR,773,473,22.9,LWR,CURVE,800,11/2/2017,11/1/2017,1.00
CR,PUNE,GPR MRJ,UP,2019-06-02-00.00.00,22:25,52KG,11.17,100,Jun-19,2.85,SEJ,GR,2019-04-18-00.00.00,RR,272,926,25,LWR,STRAIGHT,525,6/2/2019,6/1/2019,1.00
CR,PUNE,PDI-PA,DN,2017-05-02-00.00.00,8:45,60KG,26.6,110,May-17,5.49,RAIL,GR,2017-03-23-00.00.00,LR,142,125,25,LWR,CURVE,800,5/2/2017,5/1/2017,1.00
ECOR,KUR,KUR-NWP,UP,2018-01-02-00.00.00,6:50,60KG,46.3,130,Jan-18,22.69,SEJ,GR,2017-11-22-00.00.00,RR,557,800,25,LWR,STRAIGHT,800,1/2/2018,1/1/2018,1.00
ECR,DHN,KQR-MPO,DN,2018-12-02-00.00.00,3:44,60KG,42.89,130,Dec-18,293,SEJ,GR,2018-11-25-00.00.00,RR,457,91,22.9,LWR,STRAIGHT,800,12/2/2018,12/1/2018,1.00
ECR,SEE,KIR MNE,UP,2018-11-02-00.00.00,6:10,52KG,16.82,110,Nov-18,2.2,SEJ,GR,2018-09-08-00.00.00,LR,11,525,22.9,SWR,STRAIGHT,525,11/2/2018,11/1/2018,1.00
NER,BSB,PEP-ARJ,UP,2017-09-02-00.00.00,12:00,52KG,,100,Sep-17,1.31,RAIL,GR,2017-05-05-00.00.00,RR,130,593,22.32,FP/SR,STRAIGHT,525,9/2/2017,9/1/2017,1.00
NER,BSB,PEP-ARJ,UP,2017-09-02-00.00.00,12:00,52KG,,100,Sep-17,1.31,RAIL,GR,2017-05-05-00.00.00,RR,130,593,22.32,FP/SR,STRAIGHT,525,9/2/2017,9/1/2017,1.00
NER,LJN,ANDN-NTV,SL,2018-01-02-00.00.00,22:05,52KG,4.44,110,Jan-18,0.41,RAIL,GR,2017-01-12-00.00.00,RR,0,830,22.32,SWR,CURVE,525,1/2/2018,1/1/2018,1.00
NER,LJN,GD BUW,DN,2021-02-02-00.00.00,2:55,52KG,42.24,110,Feb-21,383.88,SEJ,GR,2021-01-07-00.00.00,LR,711,895,22.9,LWR,STRAIGHT,525,2/2/2021,2/1/2021,1.00
NFR,KIR,RQJ-NCB,UP,2020-11-02-00.00.00,0:15,52KG,27.21,110,Nov-20,2.59,SEJ,GR,2020-09-23-00.00.00,LR,29,749,22.32,LWR,STRAIGHT,525,11/2/2020,11/1/2020,1.00
NR,DLI,ROK-JHI,DN,2020-12-02-00.00.00,6:50,52KG,33.95,110,Dec-20,164,SEJ,GR,2020-09-16-00.00.00,RR,108,996,22.32,LWR,STRAIGHT,525,12/2/2020,12/1/2020,1.00
NR,UMB,UMB KLK,UP,2017-05-02-00.00.00,5:15,52KG,10.7,110,May-17,90,RAIL,GR,2017-03-03-00.00.00,RR,237,498,22.9,LWR,STRAIGHT,525,5/2/2017,5/1/2017,1.00
NWR,JP,RE RGS,SL,2022-01-02-00.00.00,1:16,52KG,32.75,110,Jan-22,123,LWR,GR,2021-12-08-00.00.00,LR,59,118,22.9,LWR,STRAIGHT,525,1/2/2022,1/1/2022,1.00
NWR,JP,RE RGS,SL,2021-08-02-00.00.00,23:30,52KG,38.91,110,Aug-21,162,SEJ,GR,2021-07-16-00.00.00,LR,123,559,22.9,LWR,STRAIGHT,525,8/2/2021,8/1/2021,1.00
NWR,JP,RGS FL,SL,2021-02-02-00.00.00,3:38,52KG,38.91,110,Feb-21,3.19,SEJ,GR,2021-01-16-00.00.00,LR,181,630,22.9,LWR,STRAIGHT,525,2/2/2021,2/1/2021,1.00
NWR,JU,MTD-JU,UP,2017-12-02-00.00.00,6:40,52KG,17.95,110,Dec-17,53.04,RAIL,GR,2017-10-18-00.00.00,RR,595,983,22.32,LWR,STRAIGHT,525,12/2/2017,12/1/2017,1.00
NWR,JU,RTGH-DNA,SL,2018-01-02-00.00.00,3:30,52KG,10.39,110,Jan-18,0.87,RAIL,GR,2015-09-30-00.00.00,LR,387,596,22.32,LWR,STRAIGHT,525,1/2/2018,1/1/2018,1.00
NWR,JU,RTGH-DNA,SL,2018-01-02-00.00.00,3:30,52KG,10.39,110,Jan-18,0.87,RAIL,GR,2015-09-30-00.00.00,LR,387,596,22.32,LWR,STRAIGHT,525,1/2/2018,1/1/2018,1.00
SCR,BZA,VKT TEL,UP,2018-01-02-00.00.00,5:20,60KG,44.11,130,Jan-18,342,RAIL,GR,2017-11-21-00.00.00,RR,319,456,22.32,LWR,STRAIGHT,800,1/2/2018,1/1/2018,1.00
SCR,GNT,PGDP-NDKD,SL,2015-01-02-00.00.00,8:50,52KG,12.67,110,Jan-15,2.7,RAIL,GR,2014-09-15-00.00.00,LR,68,313,22.9,LWR,STRAIGHT,525,1/2/2015,1/1/2015,1.00
SCR,SC,PDPL-KZJ,UD line,2023-05-02-00.00.00,8:15,60KG,22.333,130,May-23,2.88,SEJ,GR,2023-03-24-00.00.00,LR,308,610,22.32,LWR,STRAIGHT,800,5/2/2023,5/1/2023,1.00
SECR,R,BSP-R,UP,2018-11-02-00.00.00,15:55,60KG,76.8,130,Nov-18,18.83,LWR,GR,2018-09-28-00.00.00,RR,734,655,22.9,SWR,STRAIGHT,800,11/2/2018,11/1/2018,1.00
SR,TVC,PNQ-ERN,DN,2017-06-02-00.00.00,1:20,52KG,21.18,80,Jun-17,177,RAIL,GR,2017-05-25-00.00.00,RR,90,884,22.32,LWR,CURVE,525,6/2/2017,6/1/2017,1.00
WCR,KOTA,NAD-KTT,DN,2015-10-02-00.00.00,8:25,60KG,42.43,130,Oct-15,3.65,RAIL,OBS Joggled Plate,2015-09-23-00.00.00,RR,814,7,22.9,LWR,STRAIGHT,800,10/2/2015,10/1/2015,1.00
WR,ADI,PNU-MSH,UP,2020-02-02-00.00.00,23:45,52KG,,110,Feb-20,3.32,SEJ,GR,2019-12-20-00.00.00,RR,698,142,22.9,LWR,CURVE,525,2/2/2020,2/1/2020,1.00
WR,RJT,RJT-JAM,SL,2016-01-02-00.00.00,7:45,52KG,,110,Jan-16,19.73,RAIL,GR,2015-09-01-00.00.00,RR,792,461,22.32,LWR,STRAIGHT,525,1/2/2016,1/1/2016,1.00
WR,RJT,SUNR-WKR,DN,2015-10-02-00.00.00,8:15,52KG,27.97,110,Oct-15,337.49,RAIL,GR,2015-07-29-00.00.00,LR,665,265,22.32,LWR,STRAIGHT,525,10/2/2015,10/1/2015,1.00
CR,BSL,MZR - BD,DN,2017-11-03-00.00.00,7:25,60KG,39.51,130,Nov-17,146.4,RAIL,GR,2017-09-19-00.00.00,LR,655,689,22.32,LWR,STRAIGHT,800,11/3/2017,11/1/2017,2.00
CR,CSTM,PEN-RATNAGIRI,UP,2021-08-03-00.00.00,10:45,52KG,10,110,Aug-21,170.63,SEJ,GR,2021-02-17-00.00.00,LR,109,216,22.32,LWR,STRAIGHT,525,8/3/2021,8/1/2021,2.00
CR,PUNE,DD ANG,DN,2020-03-03-00.00.00,2:07,52KG,7.35,110,Mar-20,41,SEJ,GR,2019-12-20-00.00.00,LR,289,105,25,LWR,STRAIGHT,525,3/3/2020,3/1/2020,2.00
ER,MLDT,NFK-BHW,UP,2018-06-03-00.00.00,9:40,52KG,24.12,100,Jun-18,177,SEJ,GR,2018-05-11-00.00.00,LR,266,122,22.32,LWR,STRAIGHT,525,6/3/2018,6/1/2018,2.00
ER,SDAH,SDAH-BLN,DN,2020-01-03-00.00.00,22:25,52KG,19.41,80,Jan-20,112,SEJ,GR,2019-11-06-00.00.00,RR,3,98,22.32,LWR,CURVE,525,1/3/2020,1/1/2020,2.00
NCR,JHS,AIT BZM,DN,2017-08-03-00.00.00,12:10,52KG,12.64,110,Aug-17,4.48,RAIL,GR,2017-05-23-00.00.00,RR,1256,209,22.32,LWR,STRAIGHT,525,8/3/2017,8/1/2017,2.00
NCR,JHS,KID OHAN,SL,2021-02-03-00.00.00,4:10,52KG,25.14,100,Feb-21,2.28,SEJ,GR,2020-12-24-00.00.00,LR,1412,837,22.32,SWR,CURVE,525,2/3/2021,2/1/2021,2.00
NCR,PRYJ,PNK--ETW,UP,2019-01-03-00.00.00,6:15,60KG,65.44,130,Jan-19,6.62,SEJ,GR,2018-12-12-00.00.00,LR,1120,743,22.32,LWR,STRAIGHT,800,1/3/2019,1/1/2019,2.00
NR,LKO,SLN-UTR,UP,2019-05-03-00.00.00,1:30,52KG,14.2,110,May-19,1.08,SEJ,GR,2019-02-24-00.00.00,RR,936,800,22.32,LWR,STRAIGHT,525,5/3/2019,5/1/2019,2.00
NR,UMB,LRJ-HNC,DN,2020-12-03-00.00.00,8:00,52KG,32.59,110,Dec-20,158,SEJ,GR,2020-10-05-00.00.00,RR,1585,125,22.9,SWR,STRAIGHT,525,12/3/2020,12/1/2020,2.00
NWR,AII,AII-CNA,SL,2018-09-03-00.00.00,7:20,52KG,15.72,110,Sep-18,111,SEJ,GR,2018-06-28-00.00.00,RR,102,69,Up to 20.32,LWR,STRAIGHT,525,9/3/2018,9/1/2018,2.00
NWR,JP,FL AII,UP,2018-09-03-00.00.00,1:10,52KG,26.75,130,Sep-18,4.37,SEJ,GR,2018-07-05-00.00.00,RR,220,897,22.9,SWR,STRAIGHT,525,9/3/2018,9/1/2018,2.00
SCR,BZA,GDR-VKT,UP,2015-05-03-00.00.00,5:45,60KG,45.93,130,May-15,28.25,RAIL,GR,2015-05-02-00.00.00,LR,155,211,22.32,LWR,STRAIGHT,800,5/3/2015,5/1/2015,2.00
SCR,BZA,VKT TEL,UP,2018-05-03-00.00.00,8:30,60KG,43.08,130,May-18,3.56,SEJ,GR,2018-03-17-00.00.00,LR,172,753,22.32,LWR,STRAIGHT,800,5/3/2018,5/1/2018,2.00
